date,league,home,away,home_score,away_score,odds_home,odds_draw,odds_away,odds_over25,odds_btts,odds_timing,source
2024-08-24,Premier League,Aston Villa,Arsenal,0,2,4.66,4.02,1.74,1.72,,closing,football-data:2425:E0
2024-08-24,Premier League,Brighton,Man United,2,1,2.41,3.72,2.81,1.54,,closing,football-data:2425:E0
2024-08-24,Premier League,Crystal Palace,West Ham,0,2,1.98,3.78,3.72,1.67,,closing,football-data:2425:E0
2024-08-24,Premier League,Fulham,Leicester,2,1,1.88,3.71,4.21,1.87,,closing,football-data:2425:E0
2024-08-24,Premier League,Man City,Ipswich,4,1,1.09,11.44,27.5,1.29,,closing,football-data:2425:E0
2024-08-24,Premier League,Southampton,Nott'm Forest,0,1,2.36,3.48,3.04,1.83,,closing,football-data:2425:E0
2024-08-24,Premier League,Tottenham,Everton,4,0,1.37,5.39,7.91,1.42,,closing,football-data:2425:E0
2024-08-24,Serie A,Inter,Lecce,2,0,1.2,6.81,14.71,1.59,,closing,football-data:2425:I1
2024-08-24,Serie A,Monza,Genoa,0,1,2.7,3.06,2.87,2.35,,closing,football-data:2425:I1
2024-08-24,Serie A,Parma,Milan,2,1,5.36,4.17,1.62,1.6,,closing,football-data:2425:I1
2024-08-24,Serie A,Udinese,Lazio,2,1,3.34,3.14,2.35,2.22,,closing,football-data:2425:I1
2024-08-25,Bundesliga,St Pauli,Heidenheim,0,2,2.0,3.51,3.8,1.94,,closing,football-data:2425:D1
2024-08-25,Bundesliga,Wolfsburg,Bayern Munich,2,3,6.36,4.67,1.49,1.46,,closing,football-data:2425:D1
2024-08-25,La Liga,Alaves,Betis,0,0,2.45,2.97,3.3,2.73,,closing,football-data:2425:SP1
2024-08-25,La Liga,Ath Madrid,Girona,3,0,1.48,4.65,6.44,1.58,,closing,football-data:2425:SP1
2024-08-25,La Liga,Leganes,Las Palmas,2,1,2.43,2.98,3.38,2.67,,closing,football-data:2425:SP1
2024-08-25,La Liga,Real Madrid,Valladolid,3,0,1.14,9.12,18.96,1.37,,closing,football-data:2425:SP1
2024-08-25,Ligue 1,Lens,Brest,2,0,1.88,3.51,4.37,2.07,,closing,football-data:2425:F1
2024-08-25,Ligue 1,Marseille,Reims,2,2,1.35,5.36,8.48,1.56,,closing,football-data:2425:F1
2024-08-25,Ligue 1,Nantes,Auxerre,2,0,2.47,3.36,2.93,1.96,,closing,football-data:2425:F1
2024-08-25,Ligue 1,Nice,Toulouse,1,1,2.08,3.29,3.85,2.21,,closing,football-data:2425:F1
2024-08-25,Ligue 1,Strasbourg,Rennes,3,1,3.26,3.28,2.28,2.13,,closing,football-data:2425:F1
2024-08-25,Premier League,Bournemouth,Newcastle,1,1,2.57,3.65,2.64,1.57,,closing,football-data:2425:E0
2024-08-25,Premier League,Liverpool,Brentford,2,0,1.22,7.19,11.82,1.32,,closing,football-data:2425:E0
2024-08-25,Premier League,Wolves,Chelsea,2,6,3.89,3.89,1.91,1.61,,closing,football-data:2425:E0
2024-08-25,Serie A,Fiorentina,Venezia,0,0,1.47,4.59,6.75,1.72,,closing,football-data:2425:I1
2024-08-25,Serie A,Napoli,Bologna,3,0,1.98,3.38,4.1,2.12,,closing,football-data:2425:I1
2024-08-25,Serie A,Roma,Empoli,1,2,1.46,4.43,7.44,1.87,,closing,football-data:2425:I1
2024-08-25,Serie A,Torino,Atalanta,2,1,3.53,3.26,2.2,2.04,,closing,football-data:2425:I1
2024-08-26,La Liga,Villarreal,Celta,4,3,1.66,4.2,4.91,1.59,,closing,football-data:2425:SP1
2024-08-26,Serie A,Cagliari,Como,1,1,2.24,3.3,3.35,2.08,,closing,football-data:2425:I1
2024-08-26,Serie A,Verona,Juventus,0,3,4.69,3.46,1.85,2.3,,closing,football-data:2425:I1
2024-08-27,La Liga,Mallorca,Sevilla,0,0,2.32,3.18,3.37,2.32,,closing,football-data:2425:SP1
2024-08-27,La Liga,Vallecano,Barcelona,1,2,5.26,3.98,1.67,1.84,,closing,football-data:2425:SP1
2024-08-28,La Liga,Ath Bilbao,Valencia,1,0,1.73,3.69,5.14,2.15,,closing,football-data:2425:SP1
2024-08-28,La Liga,Ath Madrid,Espanol,0,0,1.26,5.74,13.11,1.84,,closing,football-data:2425:SP1
2024-08-28,La Liga,Sociedad,Alaves,1,2,1.6,3.77,6.61,2.32,,closing,football-data:2425:SP1
2024-08-28,La Liga,Valladolid,Leganes,0,0,2.21,3.01,3.88,2.72,,closing,football-data:2425:SP1
2024-08-29,La Liga,Girona,Osasuna,4,0,1.69,3.93,4.99,1.84,,closing,football-data:2425:SP1
2024-08-29,La Liga,Las Palmas,Real Madrid,1,1,9.07,5.49,1.33,1.56,,closing,football-data:2425:SP1
2024-08-30,Bundesliga,Union Berlin,St Pauli,1,0,1.97,3.43,4.13,2.06,,closing,football-data:2425:D1
2024-08-30,Ligue 1,Lyon,Strasbourg,4,3,2.04,3.64,3.59,1.73,,closing,football-data:2425:F1
2024-08-30,Serie A,Inter,Atalanta,4,0,1.52,4.42,6.14,1.64,,closing,football-data:2425:I1
2024-08-30,Serie A,Venezia,Torino,0,1,3.39,3.27,2.26,2.17,,closing,football-data:2425:I1
2024-08-31,Bundesliga,Bochum,M'gladbach,0,2,2.86,3.75,2.34,1.5,,closing,football-data:2425:D1
2024-08-31,Bundesliga,Ein Frankfurt,Hoffenheim,3,1,1.67,4.4,4.62,1.43,,closing,football-data:2425:D1
2024-08-31,Bundesliga,Holstein Kiel,Wolfsburg,0,2,2.97,3.64,2.32,1.64,,closing,football-data:2425:D1
2024-08-31,Bundesliga,Leverkusen,RB Leipzig,2,3,1.67,4.34,4.66,1.45,,closing,football-data:2425:D1
2024-08-31,Bundesliga,Stuttgart,Mainz,3,3,1.66,4.25,4.88,1.58,,closing,football-data:2425:D1
2024-08-31,Bundesliga,Werder Bremen,Dortmund,0,0,3.79,3.89,1.91,1.55,,closing,football-data:2425:D1
2024-08-31,La Liga,Ath Bilbao,Ath Madrid,0,1,2.8,3.25,2.64,2.06,,closing,football-data:2425:SP1
2024-08-31,La Liga,Barcelona,Valladolid,7,0,1.2,7.23,13.12,1.39,,closing,football-data:2425:SP1
2024-08-31,La Liga,Espanol,Vallecano,2,1,2.79,2.91,2.92,2.8,,closing,football-data:2425:SP1
2024-08-31,La Liga,Leganes,Mallorca,0,1,2.84,2.73,3.03,3.35,,closing,football-data:2425:SP1
2024-08-31,La Liga,Valencia,Villarreal,1,1,2.66,3.28,2.76,2.04,,closing,football-data:2425:SP1
2024-08-31,Ligue 1,Brest,St Etienne,4,0,1.74,3.86,4.71,1.92,,closing,football-data:2425:F1
2024-08-31,Ligue 1,Montpellier,Nantes,1,3,2.26,3.51,3.15,1.84,,closing,football-data:2425:F1
2024-08-31,Ligue 1,Toulouse,Marseille,1,3,3.13,3.59,2.23,1.73,,closing,football-data:2425:F1
2024-08-31,Premier League,Arsenal,Brighton,1,1,1.37,5.37,8.0,1.54,,closing,football-data:2425:E0
2024-08-31,Premier League,Brentford,Southampton,3,1,1.8,3.86,4.42,1.8,,closing,football-data:2425:E0
2024-08-31,Premier League,Everton,Bournemouth,2,3,2.96,3.45,2.43,1.84,,closing,football-data:2425:E0
2024-08-31,Premier League,Ipswich,Fulham,1,1,3.03,3.41,2.4,1.9,,closing,football-data:2425:E0
2024-08-31,Premier League,Leicester,Aston Villa,1,2,4.0,3.76,1.91,1.78,,closing,football-data:2425:E0
2024-08-31,Premier League,Nott'm Forest,Wolves,1,1,2.0,3.61,3.73,1.86,,closing,football-data:2425:E0
2024-08-31,Premier League,West Ham,Man City,1,3,7.32,5.14,1.4,1.51,,closing,football-data:2425:E0
2024-08-31,Serie A,Bologna,Empoli,1,1,1.72,3.62,5.37,2.24,,closing,football-data:2425:I1
2024-08-31,Serie A,Lazio,Milan,2,2,2.81,3.37,2.55,1.86,,closing,football-data:2425:I1
2024-08-31,Serie A,Lecce,Cagliari,1,0,2.26,3.16,3.5,2.31,,closing,football-data:2425:I1
2024-08-31,Serie A,Napoli,Parma,2,1,1.43,4.83,7.25,1.58,,closing,football-data:2425:I1
2024-09-01,Bundesliga,Bayern Munich,Freiburg,2,0,1.2,7.84,12.66,1.27,,closing,football-data:2425:D1
2024-09-01,Bundesliga,Heidenheim,Augsburg,4,0,2.42,3.47,2.92,1.77,,closing,football-data:2425:D1
2024-09-01,La Liga,Alaves,Las Palmas,2,0,1.74,3.56,5.2,2.28,,closing,football-data:2425:SP1
2024-09-01,La Liga,Getafe,Sociedad,0,0,3.15,2.72,2.78,3.37,,closing,football-data:2425:SP1
2024-09-01,La Liga,Osasuna,Celta,3,2,2.51,3.26,2.95,2.05,,closing,football-data:2425:SP1
2024-09-01,La Liga,Real Madrid,Betis,2,0,1.25,6.27,11.97,1.53,,closing,football-data:2425:SP1
2024-09-01,La Liga,Sevilla,Girona,0,2,2.83,3.62,2.41,1.72,,closing,football-data:2425:SP1
2024-09-01,Ligue 1,Angers,Nice,1,4,4.3,3.32,1.95,2.32,,closing,football-data:2425:F1
2024-09-01,Ligue 1,Le Havre,Auxerre,3,1,2.83,3.26,2.59,2.09,,closing,football-data:2425:F1
2024-09-01,Ligue 1,Lille,Paris SG,1,3,4.36,3.87,1.78,1.68,,closing,football-data:2425:F1
2024-09-01,Ligue 1,Monaco,Lens,1,1,1.99,3.72,3.65,1.67,,closing,football-data:2425:F1
2024-09-01,Ligue 1,Reims,Rennes,2,1,3.19,3.48,2.24,1.82,,closing,football-data:2425:F1
2024-09-01,Premier League,Chelsea,Crystal Palace,1,1,1.65,4.3,4.97,1.54,,closing,football-data:2425:E0
2024-09-01,Premier League,Man United,Liverpool,0,3,3.56,4.04,1.95,1.45,,closing,football-data:2425:E0
2024-09-01,Premier League,Newcastle,Tottenham,2,1,2.46,3.89,2.64,1.4,,closing,football-data:2425:E0
2024-09-01,Serie A,Fiorentina,Monza,2,2,1.81,3.51,4.76,2.08,,closing,football-data:2425:I1
2024-09-01,Serie A,Genoa,Verona,0,2,2.09,3.24,3.88,2.32,,closing,football-data:2425:I1
2024-09-01,Serie A,Juventus,Roma,0,0,1.76,3.62,4.92,2.03,,closing,football-data:2425:I1
2024-09-01,Serie A,Udinese,Como,1,0,2.27,3.22,3.35,2.17,,closing,football-data:2425:I1
2024-09-13,Bundesliga,Dortmund,Heidenheim,4,2,1.35,5.56,8.14,1.45,,closing,football-data:2425:D1
2024-09-13,La Liga,Betis,Leganes,2,0,1.67,3.59,5.99,2.44,,closing,football-data:2425:SP1
2024-09-13,Ligue 1,St Etienne,Lille,1,0,5.2,3.7,1.71,1.91,,closing,football-data:2425:F1
2024-09-14,Bundesliga,Freiburg,Bochum,2,1,1.58,4.29,5.58,1.61,,closing,football-data:2425:D1
2024-09-14,Bundesliga,Hoffenheim,Leverkusen,1,4,6.66,5.22,1.42,1.32,,closing,football-data:2425:D1
2024-09-14,Bundesliga,Holstein Kiel,Bayern Munich,1,6,12.51,7.61,1.2,1.28,,closing,football-data:2425:D1
2024-09-14,Bundesliga,M'gladbach,Stuttgart,1,3,2.68,3.84,2.44,1.46,,closing,football-data:2425:D1
2024-09-14,Bundesliga,RB Leipzig,Union Berlin,0,0,1.46,4.77,6.67,1.59,,closing,football-data:2425:D1
2024-09-14,Bundesliga,Wolfsburg,Ein Frankfurt,1,2,2.75,3.46,2.55,1.83,,closing,football-data:2425:D1
2024-09-14,La Liga,Espanol,Alaves,3,2,2.93,3.0,2.71,2.63,,closing,football-data:2425:SP1
2024-09-14,La Liga,Mallorca,Villarreal,1,2,2.36,3.24,3.21,2.17,,closing,football-data:2425:SP1
2024-09-14,La Liga,Sevilla,Getafe,1,0,2.26,3.05,3.69,2.67,,closing,football-data:2425:SP1
2024-09-14,La Liga,Sociedad,Real Madrid,0,2,4.79,3.73,1.76,1.99,,closing,football-data:2425:SP1
2024-09-14,Ligue 1,Auxerre,Monaco,0,3,4.31,3.96,1.79,1.54,,closing,football-data:2425:F1
2024-09-14,Ligue 1,Marseille,Nice,2,0,1.88,3.59,4.29,1.93,,closing,football-data:2425:F1
2024-09-14,Ligue 1,Paris SG,Brest,3,1,1.29,5.99,9.74,1.44,,closing,football-data:2425:F1
2024-09-14,Premier League,Aston Villa,Everton,3,2,1.68,3.94,5.24,1.78,,closing,football-data:2425:E0
2024-09-14,Premier League,Bournemouth,Chelsea,0,1,3.11,3.8,2.19,1.47,,closing,football-data:2425:E0
2024-09-14,Premier League,Brighton,Ipswich,0,0,1.48,4.7,6.48,1.62,,closing,football-data:2425:E0
2024-09-14,Premier League,Crystal Palace,Leicester,2,2,1.67,3.98,5.27,1.85,,closing,football-data:2425:E0
2024-09-14,Premier League,Fulham,West Ham,1,1,2.33,3.39,3.15,1.82,,closing,football-data:2425:E0
2024-09-14,Premier League,Liverpool,Nott'm Forest,0,1,1.23,6.75,11.99,1.41,,closing,football-data:2425:E0
2024-09-14,Premier League,Man City,Brentford,2,1,1.19,7.64,13.85,1.41,,closing,football-data:2425:E0
2024-09-14,Premier League,Southampton,Man United,0,3,4.19,4.05,1.8,1.57,,closing,football-data:2425:E0
2024-09-14,Serie A,Como,Bologna,2,2,3.0,3.07,2.59,2.44,,closing,football-data:2425:I1
2024-09-14,Serie A,Empoli,Juventus,0,0,6.05,3.72,1.64,2.3,,closing,football-data:2425:I1
2024-09-14,Serie A,Milan,Venezia,4,0,1.27,6.19,10.79,1.45,,closing,football-data:2425:I1
2024-09-15,Bundesliga,Augsburg,St Pauli,3,1,2.07,3.36,3.81,2.04,,closing,football-data:2425:D1
2024-09-15,Bundesliga,Mainz,Werder Bremen,1,2,2.17,3.58,3.31,1.75,,closing,football-data:2425:D1
2024-09-15,La Liga,Ath Madrid,Valencia,3,0,1.35,4.96,9.87,1.87,,closing,football-data:2425:SP1
2024-09-15,La Liga,Celta,Valladolid,3,1,1.65,3.95,5.36,1.8,,closing,football-data:2425:SP1
2024-09-15,La Liga,Girona,Barcelona,1,4,4.3,4.21,1.74,1.43,,closing,football-data:2425:SP1
2024-09-15,La Liga,Las Palmas,Ath Bilbao,2,3,3.97,3.42,2.01,2.17,,closing,football-data:2425:SP1
2024-09-15,Ligue 1,Lens,Lyon,0,0,1.8,3.95,4.2,1.55,,closing,football-data:2425:F1
2024-09-15,Ligue 1,Nantes,Reims,1,2,2.42,3.25,3.09,2.12,,closing,football-data:2425:F1
2024-09-15,Ligue 1,Rennes,Montpellier,3,0,1.43,4.99,6.74,1.46,,closing,football-data:2425:F1
2024-09-15,Ligue 1,Strasbourg,Angers,1,1,1.63,3.98,5.51,1.92,,closing,football-data:2425:F1
2024-09-15,Ligue 1,Toulouse,Le Havre,2,0,1.91,3.49,4.27,2.14,,closing,football-data:2425:F1
2024-09-15,Premier League,Tottenham,Arsenal,0,1,2.77,3.51,2.53,1.61,,closing,football-data:2425:E0
2024-09-15,Premier League,Wolves,Newcastle,1,2,3.59,3.69,2.04,1.64,,closing,football-data:2425:E0
2024-09-15,Serie A,Atalanta,Fiorentina,3,2,1.85,3.58,4.38,1.87,,closing,football-data:2425:I1
2024-09-15,Serie A,Cagliari,Napoli,0,4,4.47,3.73,1.8,1.8,,closing,football-data:2425:I1
2024-09-15,Serie A,Genoa,Roma,1,1,3.52,3.25,2.21,2.19,,closing,football-data:2425:I1
2024-09-15,Serie A,Monza,Inter,1,1,8.66,4.95,1.37,1.79,,closing,football-data:2425:I1
2024-09-15,Serie A,Torino,Lecce,0,0,1.92,3.34,4.47,2.36,,closing,football-data:2425:I1
2024-09-16,La Liga,Vallecano,Osasuna,3,1,2.11,3.16,3.97,2.54,,closing,football-data:2425:SP1
2024-09-16,Serie A,Lazio,Verona,2,1,1.57,4.06,6.2,1.95,,closing,football-data:2425:I1
2024-09-16,Serie A,Parma,Udinese,2,3,2.23,3.4,3.31,1.98,,closing,football-data:2425:I1
2024-09-17,La Liga,Mallorca,Sociedad,1,0,3.01,2.65,3.0,3.52,,closing,football-data:2425:SP1
2024-09-18,La Liga,Betis,Getafe,2,1,1.9,3.12,5.05,2.75,,closing,football-data:2425:SP1
2024-09-19,La Liga,Leganes,Ath Bilbao,0,2,4.19,3.03,2.11,2.81,,closing,football-data:2425:SP1
2024-09-20,Bundesliga,Augsburg,Mainz,2,3,2.37,3.51,2.98,1.73,,closing,football-data:2425:D1
2024-09-20,La Liga,Alaves,Sevilla,2,1,2.18,3.21,3.66,2.33,,closing,football-data:2425:SP1
2024-09-20,Ligue 1,Nice,St Etienne,8,0,1.48,4.35,7.03,1.85,,closing,football-data:2425:F1
2024-09-20,Serie A,Cagliari,Empoli,0,2,2.08,3.29,3.84,2.24,,closing,football-data:2425:I1
2024-09-20,Serie A,Verona,Torino,2,3,2.84,2.97,2.82,2.67,,closing,football-data:2425:I1
2024-09-21,Bundesliga,Bochum,Holstein Kiel,2,2,1.83,3.89,4.17,1.48,,closing,football-data:2425:D1
2024-09-21,Bundesliga,Ein Frankfurt,M'gladbach,2,0,1.76,4.23,4.22,1.42,,closing,football-data:2425:D1
2024-09-21,Bundesliga,Heidenheim,Freiburg,0,3,3.23,3.48,2.25,1.78,,closing,football-data:2425:D1
2024-09-21,Bundesliga,Union Berlin,Hoffenheim,2,1,1.83,3.88,4.17,1.58,,closing,football-data:2425:D1
2024-09-21,Bundesliga,Werder Bremen,Bayern Munich,0,5,9.06,6.0,1.3,1.34,,closing,football-data:2425:D1
2024-09-21,La Liga,Osasuna,Las Palmas,2,1,1.85,3.57,4.48,2.06,,closing,football-data:2425:SP1
2024-09-21,La Liga,Real Madrid,Espanol,4,1,1.12,9.28,20.24,1.34,,closing,football-data:2425:SP1
2024-09-21,La Liga,Valencia,Girona,2,0,2.57,3.18,2.98,2.24,,closing,football-data:2425:SP1
2024-09-21,La Liga,Valladolid,Sociedad,0,0,3.98,3.04,2.16,2.63,,closing,football-data:2425:SP1
2024-09-21,Ligue 1,Lille,Strasbourg,3,3,1.57,4.32,5.74,1.74,,closing,football-data:2425:F1
2024-09-21,Ligue 1,Reims,Paris SG,1,1,7.37,5.02,1.4,1.49,,closing,football-data:2425:F1
2024-09-21,Ligue 1,Rennes,Lens,1,1,2.38,3.44,2.98,1.93,,closing,football-data:2425:F1
2024-09-21,Premier League,Aston Villa,Wolves,3,1,1.62,4.27,5.28,1.64,,closing,football-data:2425:E0
2024-09-21,Premier League,Crystal Palace,Man United,0,0,2.85,3.58,2.44,1.68,,closing,football-data:2425:E0
2024-09-21,Premier League,Fulham,Newcastle,3,1,2.89,3.51,2.45,1.68,,closing,football-data:2425:E0
2024-09-21,Premier League,Leicester,Everton,1,1,2.11,3.5,3.57,1.79,,closing,football-data:2425:E0
2024-09-21,Premier League,Liverpool,Bournemouth,3,0,1.26,6.7,10.38,1.31,,closing,football-data:2425:E0
2024-09-21,Premier League,Southampton,Ipswich,1,1,2.44,3.44,2.95,1.8,,closing,football-data:2425:E0
2024-09-21,Premier League,Tottenham,Brentford,3,1,1.47,4.99,6.19,1.4,,closing,football-data:2425:E0
2024-09-21,Premier League,West Ham,Chelsea,0,3,3.53,3.91,2.0,1.51,,closing,football-data:2425:E0
2024-09-21,Serie A,Juventus,Napoli,0,0,2.41,3.17,3.17,2.3,,closing,football-data:2425:I1
2024-09-21,Serie A,Lecce,Parma,2,2,2.11,3.47,3.55,1.88,,closing,football-data:2425:I1
2024-09-21,Serie A,Venezia,Genoa,2,0,2.93,3.12,2.62,2.23,,closing,football-data:2425:I1
2024-09-22,Bundesliga,Leverkusen,Wolfsburg,4,3,1.27,6.27,10.09,1.39,,closing,football-data:2425:D1
2024-09-22,Bundesliga,St Pauli,RB Leipzig,0,0,5.12,4.1,1.65,1.65,,closing,football-data:2425:D1
2024-09-22,Bundesliga,Stuttgart,Dortmund,5,1,2.3,3.77,2.92,1.44,,closing,football-data:2425:D1
2024-09-22,La Liga,Ath Bilbao,Celta,3,1,1.8,3.6,4.74,1.89,,closing,football-data:2425:SP1
2024-09-22,La Liga,Getafe,Leganes,1,1,2.05,2.78,5.08,3.73,,closing,football-data:2425:SP1
2024-09-22,La Liga,Vallecano,Ath Madrid,1,1,5.32,3.54,1.74,2.19,,closing,football-data:2425:SP1
2024-09-22,La Liga,Villarreal,Barcelona,1,5,3.76,4.01,1.9,1.41,,closing,football-data:2425:SP1
2024-09-22,Ligue 1,Angers,Nantes,1,1,3.19,3.18,2.4,2.31,,closing,football-data:2425:F1
2024-09-22,Ligue 1,Brest,Toulouse,2,0,2.76,3.26,2.66,2.09,,closing,football-data:2425:F1
2024-09-22,Ligue 1,Lyon,Marseille,2,3,2.83,3.67,2.38,1.62,,closing,football-data:2425:F1
2024-09-22,Ligue 1,Monaco,Le Havre,3,1,1.42,4.74,7.55,1.66,,closing,football-data:2425:F1
2024-09-22,Ligue 1,Montpellier,Auxerre,3,2,2.13,3.57,3.4,1.64,,closing,football-data:2425:F1
2024-09-22,Premier League,Brighton,Nott'm Forest,2,2,1.84,3.75,4.33,1.82,,closing,football-data:2425:E0
2024-09-22,Premier League,Man City,Arsenal,2,2,1.78,3.58,4.98,2.0,,closing,football-data:2425:E0
2024-09-22,Serie A,Fiorentina,Lazio,2,1,2.38,3.27,3.14,2.07,,closing,football-data:2425:I1
2024-09-22,Serie A,Inter,Milan,1,2,1.69,3.88,5.17,1.73,,closing,football-data:2425:I1
2024-09-22,Serie A,Monza,Bologna,1,2,3.19,2.93,2.57,2.62,,closing,football-data:2425:I1
2024-09-22,Serie A,Roma,Udinese,3,0,1.69,4.0,4.94,1.87,,closing,football-data:2425:I1
2024-09-23,La Liga,Betis,Mallorca,1,2,1.86,3.18,5.16,2.71,,closing,football-data:2425:SP1
2024-09-24,La Liga,Real Madrid,Alaves,3,2,1.16,7.96,18.08,1.47,,closing,football-data:2425:SP1
2024-09-24,La Liga,Sevilla,Valladolid,2,1,1.61,3.9,6.01,2.02,,closing,football-data:2425:SP1
2024-09-24,La Liga,Valencia,Osasuna,0,0,2.0,3.14,4.43,2.68,,closing,football-data:2425:SP1
2024-09-24,Serie A,Atalanta,Como,2,3,1.52,4.42,6.22,1.69,,closing,football-data:2425:I1
2024-09-25,La Liga,Barcelona,Getafe,1,0,1.25,6.22,11.87,1.64,,closing,football-data:2425:SP1
2024-09-25,La Liga,Girona,Vallecano,0,0,1.69,3.86,5.16,1.95,,closing,football-data:2425:SP1
2024-09-26,La Liga,Celta,Ath Madrid,0,1,4.14,3.6,1.91,1.91,,closing,football-data:2425:SP1
2024-09-26,La Liga,Espanol,Villarreal,1,2,3.51,3.53,2.11,1.8,,closing,football-data:2425:SP1
2024-09-26,La Liga,Las Palmas,Betis,1,1,3.63,3.34,2.13,2.01,,closing,football-data:2425:SP1
2024-09-27,Bundesliga,Dortmund,Bochum,4,2,1.2,7.53,12.5,1.27,,closing,football-data:2425:D1
2024-09-27,La Liga,Valladolid,Mallorca,1,2,3.32,2.89,2.52,2.93,,closing,football-data:2425:SP1
2024-09-27,Ligue 1,Auxerre,Brest,3,0,3.01,3.33,2.42,1.9,,closing,football-data:2425:F1
2024-09-27,Ligue 1,Paris SG,Rennes,3,1,1.41,4.97,7.49,1.59,,closing,football-data:2425:F1
2024-09-27,Serie A,Milan,Lecce,3,0,1.29,5.9,9.91,1.48,,closing,football-data:2425:I1
2024-09-28,Bundesliga,Bayern Munich,Leverkusen,1,1,1.64,4.49,4.75,1.33,,closing,football-data:2425:D1
2024-09-28,Bundesliga,Freiburg,St Pauli,0,3,1.57,4.18,5.77,1.71,,closing,football-data:2425:D1
2024-09-28,Bundesliga,M'gladbach,Union Berlin,1,0,2.19,3.44,3.37,1.8,,closing,football-data:2425:D1
2024-09-28,Bundesliga,Mainz,Heidenheim,0,2,1.85,3.67,4.35,1.81,,closing,football-data:2425:D1
2024-09-28,Bundesliga,RB Leipzig,Augsburg,4,0,1.5,4.77,5.92,1.48,,closing,football-data:2425:D1
2024-09-28,Bundesliga,Wolfsburg,Stuttgart,2,2,3.48,3.76,2.04,1.61,,closing,football-data:2425:D1
2024-09-28,La Liga,Getafe,Alaves,2,0,2.53,2.74,3.51,3.33,,closing,football-data:2425:SP1
2024-09-28,La Liga,Osasuna,Barcelona,4,2,4.48,3.94,1.77,1.62,,closing,football-data:2425:SP1
2024-09-28,La Liga,Sociedad,Valencia,3,0,1.85,3.27,5.1,2.75,,closing,football-data:2425:SP1
2024-09-28,La Liga,Vallecano,Leganes,1,1,1.87,3.12,5.33,2.89,,closing,football-data:2425:SP1
2024-09-28,Ligue 1,Le Havre,Lille,0,3,4.24,3.5,1.91,2.07,,closing,football-data:2425:F1
2024-09-28,Ligue 1,Lens,Nice,0,0,1.92,3.44,4.27,2.08,,closing,football-data:2425:F1
2024-09-28,Ligue 1,Monaco,Montpellier,2,1,1.26,6.35,10.11,1.31,,closing,football-data:2425:F1
2024-09-28,Premier League,Arsenal,Leicester,4,2,1.2,7.13,15.65,1.59,,closing,football-data:2425:E0
2024-09-28,Premier League,Brentford,West Ham,1,1,2.23,3.57,3.2,1.63,,closing,football-data:2425:E0
2024-09-28,Premier League,Chelsea,Brighton,4,2,1.77,4.18,4.26,1.48,,closing,football-data:2425:E0
2024-09-28,Premier League,Everton,Crystal Palace,2,1,2.75,3.34,2.65,1.89,,closing,football-data:2425:E0
2024-09-28,Premier League,Newcastle,Man City,1,1,4.95,4.2,1.67,1.59,,closing,football-data:2425:E0
2024-09-28,Premier League,Nott'm Forest,Fulham,0,1,2.54,3.17,3.03,2.19,,closing,football-data:2425:E0
2024-09-28,Premier League,Wolves,Liverpool,1,2,8.71,5.91,1.32,1.4,,closing,football-data:2425:E0
2024-09-28,Serie A,Bologna,Atalanta,1,1,2.92,3.11,2.64,2.17,,closing,football-data:2425:I1
2024-09-28,Serie A,Genoa,Juventus,0,3,5.3,3.33,1.8,2.59,,closing,football-data:2425:I1
2024-09-28,Serie A,Udinese,Inter,2,3,7.54,4.57,1.45,1.73,,closing,football-data:2425:I1
2024-09-29,Bundesliga,Hoffenheim,Werder Bremen,3,4,2.28,3.73,2.95,1.5,,closing,football-data:2425:D1
2024-09-29,Bundesliga,Holstein Kiel,Ein Frankfurt,2,4,3.66,3.86,1.96,1.57,,closing,football-data:2425:D1
2024-09-29,La Liga,Ath Bilbao,Sevilla,1,1,1.73,3.73,5.1,2.06,,closing,football-data:2425:SP1
2024-09-29,La Liga,Ath Madrid,Real Madrid,1,1,2.86,3.2,2.62,2.0,,closing,football-data:2425:SP1
2024-09-29,La Liga,Betis,Espanol,1,0,1.51,4.17,6.86,1.93,,closing,football-data:2425:SP1
2024-09-29,La Liga,Celta,Girona,1,1,2.59,3.42,2.74,1.79,,closing,football-data:2425:SP1
2024-09-29,Ligue 1,Angers,Reims,1,3,3.65,3.23,2.17,2.12,,closing,football-data:2425:F1
2024-09-29,Ligue 1,Nantes,St Etienne,2,2,1.75,3.74,4.83,2.0,,closing,football-data:2425:F1
2024-09-29,Ligue 1,Strasbourg,Marseille,1,0,3.18,3.69,2.17,1.63,,closing,football-data:2425:F1
2024-09-29,Ligue 1,Toulouse,Lyon,1,2,2.4,3.5,2.92,1.69,,closing,football-data:2425:F1
2024-09-29,Premier League,Ipswich,Aston Villa,2,2,3.65,3.58,2.06,1.8,,closing,football-data:2425:E0
2024-09-29,Premier League,Man United,Tottenham,0,3,2.11,3.86,3.24,1.44,,closing,football-data:2425:E0
2024-09-29,Serie A,Como,Verona,3,2,1.92,3.39,4.39,2.11,,closing,football-data:2425:I1
2024-09-29,Serie A,Empoli,Fiorentina,0,0,3.45,3.28,2.21,2.11,,closing,football-data:2425:I1
2024-09-29,Serie A,Napoli,Monza,2,0,1.3,5.51,10.54,1.74,,closing,football-data:2425:I1
2024-09-29,Serie A,Roma,Venezia,2,1,1.47,4.55,7.03,1.72,,closing,football-data:2425:I1
